,target name,target accession,tlen,query name,accession,qlen,E-value,score,bias,#,of,c-Evalue,i-Evalue,score,bias,from,to,from,to,from,to,acc,description of target
750,sp|Q89WM4|HIS6_BRADU,-,257,MSA_M_1,-,357,0.00098,8.8,0.1,2,2,0.087,23,8.8,0.1,179,235,179,235,179,235,0.84,Imidazole glycerol phosphate synthase subunit HisF OS=Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110) OX=224911 GN=hisF PE=3 SV=1
751,sp|A7NQB8|PDXS_ROSCS,-,293,MSA_M_1,-,357,0.00099,22.1,0.3,1,1,7.7e-06,0.002,22.1,0.3,185,255,185,255,185,255,0.90,Pyridoxal 5'-phosphate synthase subunit PdxS OS=Roseiflexus castenholzii (strain DSM 13941 / HLO8) OX=383372 GN=pdxS PE=3 SV=1
752,sp|C0QPQ6|HIS6_PERMH,-,252,MSA_M_1,-,357,0.001,10.9,0.1,1,2,0.021,5.4,10.9,0.1,39,161,39,161,39,161,0.85,Imidazole glycerol phosphate synthase subunit HisF OS=Persephonella marina (strain DSM 14350 / EX-H1) OX=123214 GN=hisF PE=3 SV=1
753,sp|C0QPQ6|HIS6_PERMH,-,252,MSA_M_1,-,357,0.001,10.6,0.0,2,2,0.025,6.5,10.6,0.0,173,233,173,233,173,233,0.82,Imidazole glycerol phosphate synthase subunit HisF OS=Persephonella marina (strain DSM 14350 / EX-H1) OX=123214 GN=hisF PE=3 SV=1
754,sp|Q7U5M8|HIS61_SYNPX,-,256,MSA_M_1,-,357,0.001,10.1,0.1,1,2,0.035,9.1,10.1,0.1,40,111,40,111,40,111,0.84,Imidazole glycerol phosphate synthase subunit hisF1 OS=Synechococcus sp. (strain WH8102) OX=84588 GN=hisF1 PE=3 SV=1
755,sp|Q7U5M8|HIS61_SYNPX,-,256,MSA_M_1,-,357,0.001,12.9,0.3,2,2,0.0051,1.3,12.9,0.3,175,235,175,235,175,235,0.88,Imidazole glycerol phosphate synthase subunit hisF1 OS=Synechococcus sp. (strain WH8102) OX=84588 GN=hisF1 PE=3 SV=1
756,sp|B9KXJ6|HIS6_THERP,-,260,MSA_M_1,-,357,0.001,6.5,0.1,1,2,0.43,1.1e+02,6.5,0.1,48,111,48,111,48,111,0.88,Imidazole glycerol phosphate synthase subunit HisF OS=Thermomicrobium roseum (strain ATCC 27502 / DSM 5159 / P-2) OX=309801 GN=hisF PE=3 SV=1
757,sp|B9KXJ6|HIS6_THERP,-,260,MSA_M_1,-,357,0.001,15.4,0.2,2,2,0.00083,0.22,15.4,0.2,172,243,172,243,172,243,0.84,Imidazole glycerol phosphate synthase subunit HisF OS=Thermomicrobium roseum (strain ATCC 27502 / DSM 5159 / P-2) OX=309801 GN=hisF PE=3 SV=1
758,sp|P62352|HIS4_BACC1,-,239,MSA_M_1,-,357,0.001,11.5,0.0,1,2,0.013,3.5,11.5,0.0,57,125,57,125,57,125,0.93,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Bacillus cereus (strain ATCC 10987 / NRS 248) OX=222523 GN=hisA PE=3 SV=1
759,sp|P62352|HIS4_BACC1,-,239,MSA_M_1,-,357,0.001,10.1,0.1,2,2,0.036,9.5,10.1,0.1,150,226,150,226,150,226,0.87,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Bacillus cereus (strain ATCC 10987 / NRS 248) OX=222523 GN=hisA PE=3 SV=1
760,sp|A6UEK3|HIS6_SINMW,-,258,MSA_M_1,-,357,0.001,8.9,0.0,1,2,0.083,22,8.9,0.0,43,125,43,125,43,125,0.86,Imidazole glycerol phosphate synthase subunit HisF OS=Sinorhizobium medicae (strain WSM419) OX=366394 GN=hisF PE=3 SV=1
761,sp|A6UEK3|HIS6_SINMW,-,258,MSA_M_1,-,357,0.001,12.5,0.0,2,2,0.0064,1.7,12.5,0.0,180,240,180,240,180,240,0.82,Imidazole glycerol phosphate synthase subunit HisF OS=Sinorhizobium medicae (strain WSM419) OX=366394 GN=hisF PE=3 SV=1
762,sp|P50095|IMDH3_YEAST,-,523,MSA_M_1,-,357,0.0011,9.4,0.0,1,2,0.057,15,9.4,0.0,56,138,56,138,56,138,0.84,Inosine-5'-monophosphate dehydrogenase 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IMD3 PE=1 SV=1
763,sp|P50095|IMDH3_YEAST,-,523,MSA_M_1,-,357,0.0011,11.9,0.0,2,2,0.0096,2.5,11.9,0.0,345,412,345,412,345,412,0.88,Inosine-5'-monophosphate dehydrogenase 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IMD3 PE=1 SV=1
764,sp|A1K7M2|PYRD_AZOSB,-,338,MSA_M_1,-,357,0.0011,22.4,0.3,1,1,6.5e-06,0.0017,22.4,0.3,268,321,268,321,268,321,0.87,Dihydroorotate dehydrogenase (quinone) OS=Azoarcus sp. (strain BH72) OX=418699 GN=pyrD PE=3 SV=1
765,sp|B1ZAD6|HIS6_METPB,-,258,MSA_M_1,-,357,0.0011,8.1,0.1,1,2,0.14,37,8.1,0.1,42,125,42,125,42,125,0.84,Imidazole glycerol phosphate synthase subunit HisF OS=Methylorubrum populi (strain ATCC BAA-705 / NCIMB 13946 / BJ001) OX=441620 GN=hisF PE=3 SV=1
766,sp|B1ZAD6|HIS6_METPB,-,258,MSA_M_1,-,357,0.0011,15.4,0.7,2,2,0.00083,0.22,15.4,0.7,176,251,176,251,176,251,0.80,Imidazole glycerol phosphate synthase subunit HisF OS=Methylorubrum populi (strain ATCC BAA-705 / NCIMB 13946 / BJ001) OX=441620 GN=hisF PE=3 SV=1
767,sp|B9DP67|GUAC_STACT,-,325,MSA_M_1,-,357,0.0011,20.6,0.0,1,1,2.2e-05,0.0059,20.6,0.0,187,259,187,259,187,259,0.88,GMP reductase OS=Staphylococcus carnosus (strain TM300) OX=396513 GN=guaC PE=3 SV=1
768,sp|Q3SWF1|HIS6_NITWN,-,258,MSA_M_1,-,357,0.0011,11.5,0.1,1,2,0.013,3.4,11.5,0.1,42,132,42,132,42,132,0.86,Imidazole glycerol phosphate synthase subunit HisF OS=Nitrobacter winogradskyi (strain ATCC 25391 / DSM 10237 / CIP 104748 / NCIMB 11846 / Nb-255) OX=323098 GN=hisF PE=3 SV=1
769,sp|Q3SWF1|HIS6_NITWN,-,258,MSA_M_1,-,357,0.0011,9.8,0.0,2,2,0.044,12,9.8,0.0,179,245,179,245,179,245,0.82,Imidazole glycerol phosphate synthase subunit HisF OS=Nitrobacter winogradskyi (strain ATCC 25391 / DSM 10237 / CIP 104748 / NCIMB 11846 / Nb-255) OX=323098 GN=hisF PE=3 SV=1
770,sp|B7GL45|HIS6_ANOFW,-,252,MSA_M_1,-,357,0.0011,12.2,0.1,1,2,0.0083,2.2,12.2,0.1,41,117,41,117,41,117,0.87,Imidazole glycerol phosphate synthase subunit HisF OS=Anoxybacillus flavithermus (strain DSM 21510 / WK1) OX=491915 GN=hisF PE=3 SV=1
771,sp|B7GL45|HIS6_ANOFW,-,252,MSA_M_1,-,357,0.0011,10.1,0.1,2,2,0.035,9.3,10.1,0.1,181,247,181,247,181,247,0.72,Imidazole glycerol phosphate synthase subunit HisF OS=Anoxybacillus flavithermus (strain DSM 21510 / WK1) OX=491915 GN=hisF PE=3 SV=1
772,sp|Q2NI73|PDXS_METST,-,295,MSA_M_1,-,357,0.0011,22.0,0.1,1,1,8.5e-06,0.0022,22.0,0.1,185,262,185,262,185,262,0.85,Pyridoxal 5'-phosphate synthase subunit PdxS OS=Methanosphaera stadtmanae (strain ATCC 43021 / DSM 3091 / JCM 11832 / MCB-3) OX=339860 GN=pdxS PE=3 SV=1
773,sp|A7GH18|PDXS_CLOBL,-,290,MSA_M_1,-,357,0.0011,21.2,0.0,1,1,1.5e-05,0.0039,21.2,0.0,179,288,179,288,179,288,0.77,Pyridoxal 5'-phosphate synthase subunit PdxS OS=Clostridium botulinum (strain Langeland / NCTC 10281 / Type F) OX=441772 GN=pdxS PE=3 SV=1
774,sp|O58878|THIE_PYRHO,-,207,MSA_M_1,-,357,0.0011,22.3,1.0,1,1,7e-06,0.0018,22.3,1.0,86,205,86,205,86,205,0.76,Thiamine-phosphate synthase OS=Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3) OX=70601 GN=thiE PE=3 SV=2
775,sp|Q31B81|HIS4_PROM9,-,255,MSA_M_1,-,357,0.0011,14.2,0.0,1,2,0.002,0.53,14.2,0.0,64,119,64,119,64,119,0.91,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Prochlorococcus marinus (strain MIT 9312) OX=74546 GN=hisA PE=3 SV=1
776,sp|Q31B81|HIS4_PROM9,-,255,MSA_M_1,-,357,0.0011,6.6,0.0,2,2,0.42,1.1e+02,6.6,0.0,170,229,170,229,170,229,0.82,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Prochlorococcus marinus (strain MIT 9312) OX=74546 GN=hisA PE=3 SV=1
777,sp|P46454|LLDD_HAEIN,-,381,MSA_M_1,-,357,0.0011,22.0,0.1,1,1,8.2e-06,0.0022,22.0,0.1,275,373,275,373,275,373,0.81,L-lactate dehydrogenase OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=lldD PE=3 SV=1
778,sp|B3Q951|HIS6_RHOPT,-,255,MSA_M_1,-,357,0.0011,11.6,0.0,1,2,0.012,3.2,11.6,0.0,46,123,46,123,46,123,0.87,Imidazole glycerol phosphate synthase subunit HisF OS=Rhodopseudomonas palustris (strain TIE-1) OX=395960 GN=hisF PE=3 SV=1
779,sp|B3Q951|HIS6_RHOPT,-,255,MSA_M_1,-,357,0.0011,9.6,0.1,2,2,0.051,13,9.6,0.1,177,242,177,242,177,242,0.82,Imidazole glycerol phosphate synthase subunit HisF OS=Rhodopseudomonas palustris (strain TIE-1) OX=395960 GN=hisF PE=3 SV=1
780,sp|P60667|HIS6_RHOPA,-,255,MSA_M_1,-,357,0.0011,11.6,0.0,1,2,0.012,3.2,11.6,0.0,46,123,46,123,46,123,0.87,Imidazole glycerol phosphate synthase subunit HisF OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=hisF PE=3 SV=1
781,sp|P60667|HIS6_RHOPA,-,255,MSA_M_1,-,357,0.0011,9.6,0.1,2,2,0.051,13,9.6,0.1,177,242,177,242,177,242,0.82,Imidazole glycerol phosphate synthase subunit HisF OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=hisF PE=3 SV=1
782,sp|A5E8E5|HIS6_BRASB,-,258,MSA_M_1,-,357,0.0012,11.1,0.0,1,2,0.017,4.4,11.1,0.0,46,122,46,122,46,122,0.88,Imidazole glycerol phosphate synthase subunit HisF OS=Bradyrhizobium sp. (strain BTAi1 / ATCC BAA-1182) OX=288000 GN=hisF PE=3 SV=1
783,sp|A5E8E5|HIS6_BRASB,-,258,MSA_M_1,-,357,0.0012,9.9,0.1,2,2,0.039,10,9.9,0.1,181,249,181,249,181,249,0.80,Imidazole glycerol phosphate synthase subunit HisF OS=Bradyrhizobium sp. (strain BTAi1 / ATCC BAA-1182) OX=288000 GN=hisF PE=3 SV=1
784,sp|Q04SA6|HIS6_LEPBJ,-,256,MSA_M_1,-,357,0.0012,13.9,0.0,1,2,0.0025,0.65,13.9,0.0,53,122,53,122,53,122,0.88,Imidazole glycerol phosphate synthase subunit HisF OS=Leptospira borgpetersenii serovar Hardjo-bovis (strain JB197) OX=355277 GN=hisF PE=3 SV=1
785,sp|Q04SA6|HIS6_LEPBJ,-,256,MSA_M_1,-,357,0.0012,7.0,0.0,2,2,0.3,80,7.0,0.0,178,248,178,248,178,248,0.82,Imidazole glycerol phosphate synthase subunit HisF OS=Leptospira borgpetersenii serovar Hardjo-bovis (strain JB197) OX=355277 GN=hisF PE=3 SV=1
786,sp|Q050D2|HIS6_LEPBL,-,256,MSA_M_1,-,357,0.0012,13.9,0.0,1,2,0.0025,0.65,13.9,0.0,53,122,53,122,53,122,0.88,Imidazole glycerol phosphate synthase subunit HisF OS=Leptospira borgpetersenii serovar Hardjo-bovis (strain L550) OX=355276 GN=hisF PE=3 SV=1
787,sp|Q050D2|HIS6_LEPBL,-,256,MSA_M_1,-,357,0.0012,7.0,0.0,2,2,0.3,80,7.0,0.0,178,248,178,248,178,248,0.82,Imidazole glycerol phosphate synthase subunit HisF OS=Leptospira borgpetersenii serovar Hardjo-bovis (strain L550) OX=355276 GN=hisF PE=3 SV=1
788,sp|Q8FNZ9|HIS6_COREF,-,258,MSA_M_1,-,357,0.0012,9.4,0.0,1,2,0.058,15,9.4,0.0,48,122,48,122,48,122,0.84,Imidazole glycerol phosphate synthase subunit HisF OS=Corynebacterium efficiens (strain DSM 44549 / YS-314 / AJ 12310 / JCM 11189 / NBRC 100395) OX=196164 GN=hisF PE=3 SV=1
789,sp|Q8FNZ9|HIS6_COREF,-,258,MSA_M_1,-,357,0.0012,11.9,0.1,2,2,0.01,2.6,11.9,0.1,184,252,184,252,184,252,0.89,Imidazole glycerol phosphate synthase subunit HisF OS=Corynebacterium efficiens (strain DSM 44549 / YS-314 / AJ 12310 / JCM 11189 / NBRC 100395) OX=196164 GN=hisF PE=3 SV=1
790,sp|A3MZT8|PDXS_ACTP2,-,295,MSA_M_1,-,357,0.0012,19.5,0.0,1,1,4.9e-05,0.013,19.5,0.0,182,281,182,281,182,281,0.80,Pyridoxal 5'-phosphate synthase subunit PdxS OS=Actinobacillus pleuropneumoniae serotype 5b (strain L20) OX=416269 GN=pdxS PE=3 SV=1
791,sp|B0BUD0|PDXS_ACTPJ,-,295,MSA_M_1,-,357,0.0012,19.5,0.0,1,1,4.9e-05,0.013,19.5,0.0,182,281,182,281,182,281,0.80,Pyridoxal 5'-phosphate synthase subunit PdxS OS=Actinobacillus pleuropneumoniae serotype 3 (strain JL03) OX=434271 GN=pdxS PE=3 SV=1
792,sp|Q0TG63|HIS4_ECOL5,-,245,MSA_M_1,-,357,0.0012,18.6,0.3,1,2,9.4e-05,0.025,18.6,0.3,50,113,50,113,50,113,0.90,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Escherichia coli O6:K15:H31 (strain 536 / UPEC) OX=362663 GN=hisA PE=3 SV=1
793,sp|Q0TG63|HIS4_ECOL5,-,245,MSA_M_1,-,357,0.0012,3.8,0.1,2,2,3,7.8e+02,3.8,0.1,182,238,182,238,182,238,0.85,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Escherichia coli O6:K15:H31 (strain 536 / UPEC) OX=362663 GN=hisA PE=3 SV=1
794,sp|Q1RA49|HIS4_ECOUT,-,245,MSA_M_1,-,357,0.0012,18.6,0.3,1,2,9.4e-05,0.025,18.6,0.3,50,113,50,113,50,113,0.90,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Escherichia coli (strain UTI89 / UPEC) OX=364106 GN=hisA PE=3 SV=2
795,sp|Q1RA49|HIS4_ECOUT,-,245,MSA_M_1,-,357,0.0012,3.8,0.1,2,2,3,7.8e+02,3.8,0.1,182,238,182,238,182,238,0.85,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Escherichia coli (strain UTI89 / UPEC) OX=364106 GN=hisA PE=3 SV=2
796,sp|Q8FG49|HIS4_ECOL6,-,245,MSA_M_1,-,357,0.0012,18.6,0.3,1,2,9.4e-05,0.025,18.6,0.3,50,113,50,113,50,113,0.90,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=hisA PE=3 SV=2
797,sp|Q8FG49|HIS4_ECOL6,-,245,MSA_M_1,-,357,0.0012,3.8,0.1,2,2,3,7.8e+02,3.8,0.1,182,238,182,238,182,238,0.85,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=hisA PE=3 SV=2
798,sp|Q8EUY2|PYRDB_MYCPE,-,306,MSA_M_1,-,357,0.0012,22.0,0.6,1,1,8.6e-06,0.0023,22.0,0.6,221,276,221,276,221,276,0.92,"Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit OS=Mycoplasma penetrans (strain HF-2) OX=272633 GN=pyrD PE=3 SV=1"
799,sp|Q49V28|PDXS_STAS1,-,295,MSA_M_1,-,357,0.0012,2.1,0.2,1,2,9.5,2.5e+03,2.1,0.2,52,101,52,101,52,101,0.76,Pyridoxal 5'-phosphate synthase subunit PdxS OS=Staphylococcus saprophyticus subsp. saprophyticus (strain ATCC 15305 / DSM 20229 / NCIMB 8711 / NCTC 7292 / S-41) OX=342451 GN=pdxS PE=3 SV=1
800,sp|Q49V28|PDXS_STAS1,-,295,MSA_M_1,-,357,0.0012,18.9,0.0,2,2,7.6e-05,0.02,18.9,0.0,184,272,184,272,184,272,0.81,Pyridoxal 5'-phosphate synthase subunit PdxS OS=Staphylococcus saprophyticus subsp. saprophyticus (strain ATCC 15305 / DSM 20229 / NCIMB 8711 / NCTC 7292 / S-41) OX=342451 GN=pdxS PE=3 SV=1
801,sp|A3MSN0|PDXS_PYRCJ,-,336,MSA_M_1,-,357,0.0012,22.8,0.1,1,1,4.7e-06,0.0012,22.8,0.1,226,297,226,297,226,297,0.91,Pyridoxal 5'-phosphate synthase subunit PdxS OS=Pyrobaculum calidifontis (strain JCM 11548 / VA1) OX=410359 GN=pdxS PE=3 SV=1
802,sp|Q722Y6|HIS4_LISMF,-,240,MSA_M_1,-,357,0.0013,13.1,0.1,1,2,0.0042,1.1,13.1,0.1,60,126,60,126,60,126,0.91,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Listeria monocytogenes serotype 4b (strain F2365) OX=265669 GN=hisA PE=3 SV=1
803,sp|Q722Y6|HIS4_LISMF,-,240,MSA_M_1,-,357,0.0013,7.9,0.0,2,2,0.17,44,7.9,0.0,175,234,175,234,175,234,0.87,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Listeria monocytogenes serotype 4b (strain F2365) OX=265669 GN=hisA PE=3 SV=1
804,sp|A4J560|PYRDB_DESRM,-,304,MSA_M_1,-,357,0.0013,21.9,0.4,1,1,8.9e-06,0.0023,21.9,0.4,217,281,217,281,217,281,0.88,"Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit OS=Desulfotomaculum reducens (strain MI-1) OX=349161 GN=pyrD PE=1 SV=1"
805,sp|A0QSU4|Y1603_MYCS2,-,375,MSA_M_1,-,357,0.0013,11.7,2.5,1,2,0.011,3,11.7,2.5,124,232,124,232,124,232,0.69,Uncharacterized oxidoreductase MSMEG_1603/MSMEI_1564 OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_1603 PE=1 SV=1
806,sp|A0QSU4|Y1603_MYCS2,-,375,MSA_M_1,-,357,0.0013,10.1,0.2,2,2,0.035,9.1,10.1,0.2,235,305,235,305,235,305,0.88,Uncharacterized oxidoreductase MSMEG_1603/MSMEI_1564 OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_1603 PE=1 SV=1
807,sp|Q4L3H8|PDXS_STAHJ,-,295,MSA_M_1,-,357,0.0013,22.3,0.0,1,1,6.8e-06,0.0018,22.3,0.0,187,275,187,275,187,275,0.84,Pyridoxal 5'-phosphate synthase subunit PdxS OS=Staphylococcus haemolyticus (strain JCSC1435) OX=279808 GN=pdxS PE=3 SV=1
808,sp|A8LHX5|HIS6_DINSH,-,253,MSA_M_1,-,357,0.0013,6.7,0.1,1,2,0.39,1e+02,6.7,0.1,41,132,41,132,41,132,0.84,Imidazole glycerol phosphate synthase subunit HisF OS=Dinoroseobacter shibae (strain DSM 16493 / NCIMB 14021 / DFL 12) OX=398580 GN=hisF PE=3 SV=1
809,sp|A8LHX5|HIS6_DINSH,-,253,MSA_M_1,-,357,0.0013,14.7,0.1,2,2,0.0014,0.36,14.7,0.1,172,242,172,242,172,242,0.80,Imidazole glycerol phosphate synthase subunit HisF OS=Dinoroseobacter shibae (strain DSM 16493 / NCIMB 14021 / DFL 12) OX=398580 GN=hisF PE=3 SV=1
810,sp|B7GQS5|HIS6_BIFLS,-,256,MSA_M_1,-,357,0.0013,8.5,0.0,1,2,0.11,29,8.5,0.0,49,120,49,120,49,120,0.87,Imidazole glycerol phosphate synthase subunit HisF OS=Bifidobacterium longum subsp. infantis (strain ATCC 15697 / DSM 20088 / JCM 1222 / NCTC 11817 / S12) OX=391904 GN=hisF PE=3 SV=1
811,sp|B7GQS5|HIS6_BIFLS,-,256,MSA_M_1,-,357,0.0013,12.8,0.1,2,2,0.0055,1.4,12.8,0.1,179,247,179,247,179,247,0.93,Imidazole glycerol phosphate synthase subunit HisF OS=Bifidobacterium longum subsp. infantis (strain ATCC 15697 / DSM 20088 / JCM 1222 / NCTC 11817 / S12) OX=391904 GN=hisF PE=3 SV=1
812,sp|B7GQ51|HIS4_BIFLS,-,241,MSA_M_1,-,357,0.0013,14.1,0.0,1,2,0.0021,0.55,14.1,0.0,60,125,60,125,60,125,0.81,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Bifidobacterium longum subsp. infantis (strain ATCC 15697 / DSM 20088 / JCM 1222 / NCTC 11817 / S12) OX=391904 GN=hisA PE=3 SV=1
813,sp|B7GQ51|HIS4_BIFLS,-,241,MSA_M_1,-,357,0.0013,6.7,0.1,2,2,0.38,1e+02,6.7,0.1,167,230,167,230,167,230,0.83,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Bifidobacterium longum subsp. infantis (strain ATCC 15697 / DSM 20088 / JCM 1222 / NCTC 11817 / S12) OX=391904 GN=hisA PE=3 SV=1
814,sp|B2J2G1|HIS4_NOSP7,-,257,MSA_M_1,-,357,0.0013,10.7,0.6,1,2,0.023,6,10.7,0.6,51,113,51,113,51,113,0.87,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Nostoc punctiforme (strain ATCC 29133 / PCC 73102) OX=63737 GN=hisA PE=3 SV=1
815,sp|B2J2G1|HIS4_NOSP7,-,257,MSA_M_1,-,357,0.0013,12.9,0.1,2,2,0.0048,1.3,12.9,0.1,174,229,174,229,174,229,0.83,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Nostoc punctiforme (strain ATCC 29133 / PCC 73102) OX=63737 GN=hisA PE=3 SV=1
816,sp|Q6HAI0|GUAC_BACHK,-,327,MSA_M_1,-,357,0.0013,21.3,0.0,1,1,1.3e-05,0.0035,21.3,0.0,188,260,188,260,188,260,0.88,GMP reductase OS=Bacillus thuringiensis subsp. konkukian (strain 97-27) OX=281309 GN=guaC PE=3 SV=1
817,sp|A0RLN5|GUAC_BACAH,-,328,MSA_M_1,-,357,0.0013,21.3,0.0,1,1,1.3e-05,0.0035,21.3,0.0,189,261,189,261,189,261,0.88,GMP reductase OS=Bacillus thuringiensis (strain Al Hakam) OX=412694 GN=guaC PE=3 SV=1
818,sp|B5YJH1|PYRDB_THEYD,-,303,MSA_M_1,-,357,0.0013,22.7,2.1,1,1,5.1e-06,0.0013,22.7,2.1,216,294,216,294,216,294,0.84,"Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit OS=Thermodesulfovibrio yellowstonii (strain ATCC 51303 / DSM 11347 / YP87) OX=289376 GN=pyrD PE=3 SV=1"
819,sp|A6LDI7|HIS6_PARD8,-,251,MSA_M_1,-,357,0.0014,15.6,0.0,1,2,0.00072,0.19,15.6,0.0,52,118,52,118,52,118,0.90,Imidazole glycerol phosphate synthase subunit HisF OS=Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM 5825 / NCTC 11152) OX=435591 GN=hisF PE=3 SV=1
820,sp|A6LDI7|HIS6_PARD8,-,251,MSA_M_1,-,357,0.0014,5.1,0.0,2,2,1.1,3e+02,5.1,0.0,185,238,185,238,185,238,0.78,Imidazole glycerol phosphate synthase subunit HisF OS=Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM 5825 / NCTC 11152) OX=435591 GN=hisF PE=3 SV=1
821,sp|Q8G6F7|HIS6_BIFLO,-,256,MSA_M_1,-,357,0.0014,8.5,0.0,1,2,0.11,29,8.5,0.0,49,120,49,120,49,120,0.87,Imidazole glycerol phosphate synthase subunit HisF OS=Bifidobacterium longum (strain NCC 2705) OX=206672 GN=hisF PE=3 SV=1
822,sp|Q8G6F7|HIS6_BIFLO,-,256,MSA_M_1,-,357,0.0014,12.8,0.1,2,2,0.0055,1.4,12.8,0.1,179,247,179,247,179,247,0.93,Imidazole glycerol phosphate synthase subunit HisF OS=Bifidobacterium longum (strain NCC 2705) OX=206672 GN=hisF PE=3 SV=1
823,sp|Q72WY4|GUAC_BACC1,-,327,MSA_M_1,-,357,0.0014,21.3,0.0,1,1,1.3e-05,0.0035,21.3,0.0,188,260,188,260,188,260,0.88,GMP reductase OS=Bacillus cereus (strain ATCC 10987 / NRS 248) OX=222523 GN=guaC PE=3 SV=1
824,sp|Q18JI3|HIS6_HALWD,-,270,MSA_M_1,-,357,0.0014,16.3,0.1,1,2,0.00047,0.12,16.3,0.1,47,128,47,128,47,128,0.90,Imidazole glycerol phosphate synthase subunit HisF OS=Haloquadratum walsbyi (strain DSM 16790 / HBSQ001) OX=362976 GN=hisF PE=3 SV=1
825,sp|Q18JI3|HIS6_HALWD,-,270,MSA_M_1,-,357,0.0014,4.7,0.0,2,2,1.6,4.2e+02,4.7,0.0,196,261,196,261,196,261,0.80,Imidazole glycerol phosphate synthase subunit HisF OS=Haloquadratum walsbyi (strain DSM 16790 / HBSQ001) OX=362976 GN=hisF PE=3 SV=1
826,sp|B1LP17|HIS4_ECOSM,-,245,MSA_M_1,-,357,0.0014,18.0,0.2,1,2,0.00014,0.036,18.0,0.2,50,113,50,113,50,113,0.90,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Escherichia coli (strain SMS-3-5 / SECEC) OX=439855 GN=hisA PE=3 SV=1
827,sp|B1LP17|HIS4_ECOSM,-,245,MSA_M_1,-,357,0.0014,3.8,0.1,2,2,3,7.8e+02,3.8,0.1,182,238,182,238,182,238,0.85,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Escherichia coli (strain SMS-3-5 / SECEC) OX=439855 GN=hisA PE=3 SV=1
828,sp|Q814I1|GUAC_BACCR,-,328,MSA_M_1,-,357,0.0014,21.3,0.0,1,1,1.4e-05,0.0036,21.3,0.0,189,260,189,260,189,260,0.88,GMP reductase OS=Bacillus cereus (strain ATCC 14579 / DSM 31 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NRRL B-3711) OX=226900 GN=guaC PE=3 SV=1
